circle,Global_Id,Site Name,Cluster_name,latitude,longitude
Odisha,569394,UW_Orissa_0738_JHARBEDA,Sambalpur,22.2169,84.5214
Odisha,569412,IB Nagar,Sambalpur,22.11776,84.01637
Odisha,569414,Birabahal,Sambalpur,22.1764,84.3861
Odisha,569415,Mahulpali,Sambalpur,22.10388,83.96727
Odisha,569475,Nuadihi Brajarajnagar(GSM),Sambalpur,21.86516,83.93256
Odisha,569480,Kechhupani Sambalpur(GSM),Sambalpur,22.0739,84.3272
Odisha,569483,Vedanta Aluminium _02(GSM),Sambalpur,21.80993,84.02666
Odisha,569881,Vedant,Sambalpur,21.79591,84.05181
Odisha,569934,UW_Orissa_0748_Bhasma,Sambalpur,22.0025289,84.03419992
Odisha,569936,UW_Orissa_0636_Dheripalli,Sambalpur,21.8401,84.0104
Odisha,569937,UW_Orissa_0634Jharsuguda(Kalimandir),Sambalpur,21.8587,84.025
Odisha,569942,Hotel Yogendra (Jharsuguda),Sambalpur,21.86107,84.01912
Odisha,569958,UW_Orissa_0744_Karamadihi,Sambalpur,22.1513,84.1051
Odisha,569993,Bandhbahal,Sambalpur,21.74795,83.87135
Odisha,570003,Brajarajnagar-3,Sambalpur,21.81621,83.92588
Odisha,570008,Sundargarh_GSM_01,Sambalpur,22.12161,84.02927
Odisha,570011,Bhusansteel_GSM_01,Sambalpur,21.8129,84.0043
Odisha,578291,Debadihi  ,Sambalpur,21.87169,84.05685
Odisha,583864,Diamunda,Sambalpur,22.06135,83.88378
Odisha,584830,Bandhbahal,Sambalpur,21.7452,83.86824
Odisha,584843,Brajarajnagar_Chunabhati,Sambalpur,21.81926,83.93155
Odisha,588118,Rengali_Panchgaon,Sambalpur,21.79731,83.59196
Odisha,589451,Near St Thomas English School,Sambalpur,21.86667,84.03778
Odisha,591642,KULABIRA,Sambalpur,22.09243,83.82261
Odisha,592034,KANTIMURA,Sambalpur,22.1779,84.31345
Odisha,592123,panchapara,Sambalpur,21.90861,84.00587
Odisha,592388,Tildega,Sambalpur,22.34361,83.95676
Odisha,592902,Mahupada ,Sambalpur,22.17506,84.36126
Odisha,594592,Kukurjangha,Sambalpur,21.81409,83.98406
Odisha,595382,Telighana,Sambalpur,22.21802,84.42097
Odisha,663285,Khadam,Sambalpur,21.74067,83.86617
Odisha,663289,Bhawanipur,Sambalpur,22.13929,84.06338
Odisha,666054,Anand World Mall,Sambalpur,21.8424,84.01257
Tamil nadu,585889,Avadi 26,Chennai North,13.1056,80.08917
Tamil nadu,576281,Avadi 5,Chennai North,13.1035,80.097595
Tamil nadu,572317,Avadi Nehru Nagar,Chennai North,13.1107,80.0987
Tamil nadu,581063,Avadi Nehru Nagar Relocation,Chennai North,13.1168,80.10352
Tamil nadu,586456,Pattabiram Relocation,Chennai North,13.1218,80.06477
Tamil nadu,594033,Balakrishnapuram Thirunindravur,Chennai North,13.12117,80.04343
Tamil nadu,590987,Sitharkadu Voyanallur,Chennai North,13.09045,80.05125
Tamil nadu,546652,Thiruninravur East,Chennai North,13.1242,80.04045
Tamil nadu,585323,Avadi 27,Chennai North,13.1191,80.09457
Tamil nadu,546515,Avadi extension,Chennai North,13.1197,80.093
Tamil nadu,575433,Pattabiram 3,Chennai North,13.1169,80.070807
Tamil nadu,587866,Pattabiram Kamarajapuram,Chennai North,13.1193,80.06208
Tamil nadu,575385,PATTABIRAM8,Chennai North,13.1129,80.0806
Tamil nadu,572316,Ramalingapuram,Chennai North,13.1162,80.099012
Tamil nadu,546999,Vettarikkarpalaiyam,Chennai North,13.1123,80.09276
Tamil nadu,546800,Anna nagar West Ext- 2,Chennai North,13.0923,80.194182
Tamil nadu,546467,Annai Sathya Nagar,Chennai North,13.0639,80.20943
Tamil nadu,546699,Arumbakkam Jai Nagar,Chennai North,13.0714,80.20829
Tamil nadu,546600,Arumbakkam North,Chennai North,13.0753,80.21055
Tamil nadu,585225,Barathidasan street,Chennai North,13.084,80.197793
Tamil nadu,546883,Koyambedu junction,Chennai North,13.076,80.20705
Tamil nadu,546450,Koyambedu Rounta,Chennai North,13.0756,80.20084
Tamil nadu,546651,Koyambedu_cmbt,Chennai North,13.0615,80.2091
Tamil nadu,574451,Koyambedu_Relocation,Chennai North,13.0706,80.19779
Tamil nadu,546650,MMDA_Ashoknagar,Chennai North,13.0684,80.2116
Tamil nadu,546962,Mogappair PK Road,Chennai North,13.0841,80.19041
Tamil nadu,546595,padikuppam,Chennai North,13.0782,80.19032
Tamil nadu,546317,Thirumangalam,Chennai North,13.0798,80.20024
Tamil nadu,546987,Thirumangalam-Chn,Chennai North,13.086,80.19833
Tamil nadu,546622,Vijay Park Inn,Chennai North,13.0658,80.21194
Tamil nadu,587864,Ambattur Nethaji Street,Chennai North,13.1154,80.1578
Tamil nadu,572315,Ambattur OT 5,Chennai North,13.1324,80.146425
Tamil nadu,546485,Ambattur Ram Nagar,Chennai North,13.1275,80.14738
Tamil nadu,585027,Banu Nagar west oragadam,Chennai North,13.1323,80.15544
Tamil nadu,546624,"East Avenue, Padi",Chennai North,13.1166,80.1668
Tamil nadu,546282,Menambedu,Chennai North,13.1234,80.16198
Tamil nadu,581676,Menambedu- 11,Chennai North,13.1194,80.16116
Tamil nadu,585229,New Anna Nagar Ambattur,Chennai North,13.1276,80.1588
Tamil nadu,546299,Pudur,Chennai North,13.1303,80.15138
Tamil nadu,527641,Pudur10,Chennai North,13.1365,80.15321
Tamil nadu,530088,Pudur14,Chennai North,13.1374,80.15813
Tamil nadu,546602,South Orgadam,Chennai North,13.1332,80.16403
Tamil nadu,546398,UW_TN_W_1434_Oragadam rd,Chennai North,13.1251,80.15508
Tamil nadu,546494,Ambathur West,Chennai North,13.1197,80.14278
Tamil nadu,546990,Ambattur O.T,Chennai North,13.119,80.15007
Tamil nadu,546680,UW_TN_W_1414_Venkatapuram,Chennai North,13.1178,80.15559
Tamil nadu,524431,Avadi Saraswathy Nagar-1,Chennai North,13.1108,80.1138
Tamil nadu,546568,Avadi Township,Chennai North,13.1155,80.11497
Tamil nadu,592748,Govarthanagiri Avadi,Chennai North,13.099188,80.111257
Tamil nadu,575376,JOYTHI NAGAR,Chennai North,13.1126,80.126243
Tamil nadu,584763,JP Estate 11,Chennai North,13.0906,80.10516
Tamil nadu,527720,Konambedu-Chennai,Chennai North,13.1075,80.1226
Tamil nadu,585978,Rajbai Nagar Avadi,Chennai North,13.1013,80.10839
Tamil nadu,584223,Pachaiamman nagar Thriumulaivoyal,Chennai North,13.1308,80.13356
Tamil nadu,591820,Thirumalaivasan Nagar Avadi,Chennai North,13.13387,80.117449
Tamil nadu,575386,Thirumullaivayal colony,Chennai North,13.1386,80.141391
Tamil nadu,546986,Thirumullaivoil,Chennai North,13.1291,80.12833
Tamil nadu,584931,Thirumullaivoyal Kullakarai St,Chennai North,13.1335,80.131099
Tamil nadu,529889,Thirumullavoil15,Chennai North,13.1441,80.13403
Tamil nadu,546621,Tirumullaivayal 1,Chennai North,13.1365,80.12924
Tamil nadu,546634,Tirumullaivayal 2,Chennai North,13.134,80.1387
Tamil nadu,529077,Tirumullaivoyal,Chennai North,13.1295,80.11509
Tamil nadu,546803,Avadi - Defence Enclave,Chennai North,13.1462,80.06398
Tamil nadu,526875,Avadi Moorai,Chennai North,13.1693,80.09316
Tamil nadu,585499,CRPF Nagar Avadi,Chennai North,13.1552,80.08021
Tamil nadu,575975,Kollu Medu,Chennai North,13.1632,80.1148
Tamil nadu,546300,Kovilpadagai-1,Chennai North,13.1466,80.10446
Tamil nadu,547002,Kovilpadagai-2,Chennai North,13.1412,80.10406
Tamil nadu,575419,Kovilpadagai-4,Chennai North,13.1438,80.112616
Tamil nadu,572869,KV Crpf School,Chennai North,13.1533,80.078246
Tamil nadu,548245,NH_TLR_001,Chennai North,13.2126,80.07708
Tamil nadu,575387,"Perumal Koil Street,Patta",Chennai North,13.1306,80.054788
Tamil nadu,595369,Veerapuram Avadi,Chennai North,13.1698,80.08477
Tamil nadu,581387,Vel College Of Nursing-1,Chennai North,13.1802,80.09975
Tamil nadu,583568,Vellanur New 1,Chennai North,13.1617,80.12047
Tamil nadu,581829,Jaya Engg. Collage,Chennai North,13.1357,80.04803
Tamil nadu,525890,Thiruninravur16,Chennai North,13.1303,80.04005
Tamil nadu,576277,Ambattur 4,Chennai North,13.1056,80.1337
Tamil nadu,581677,Ayappakkam17,Chennai North,13.10281,80.12456
Tamil nadu,548773,Redipallayam,Chennai North,13.1059,80.12882
Tamil nadu,572318,Sathya Nagar,Chennai North,13.1104,80.1321
Tamil nadu,584166,Aachi Exports Factory,Chennai North,13.0868,80.13743
Tamil nadu,571323,Ambattur jai nagar,Chennai North,13.1016,80.13702
Tamil nadu,546787,Ambattur Kuppam,Chennai North,13.0956,80.15861
Tamil nadu,546303,Ambattur South,Chennai North,13.0898,80.15755
Tamil nadu,584866,Ambuttar Estate Natesan Nagar,Chennai North,13.0827,80.15336
Tamil nadu,502850,Arihant Insight,Chennai North,13.0915,80.16043
Tamil nadu,502357,Athipattu,Chennai North,13.0824,80.1568
Tamil nadu,582098,Ayapakkam - TNHP colony,Chennai North,13.1054,80.13633
Tamil nadu,575053,Ayapakkam 6,Chennai North,13.0979,80.134587
Tamil nadu,595165,AYAPAKKAM Thiruverkadu,Chennai North,13.09124,80.13653
Tamil nadu,575406,RAGAVENDRA NAGAR,Chennai North,13.0929,80.146148
Tamil nadu,581715,Ambattur - 10,Chennai North,13.1087,80.15846
Tamil nadu,502909,Ambathur,Chennai North,13.1084,80.1649
Tamil nadu,546470,Ambattur Estate,Chennai North,13.0889,80.17557
Tamil nadu,546920,Ambattur IE,Chennai North,13.103,80.17272
Tamil nadu,546355,Anna Nagar SBOA school,Chennai North,13.0908,80.18902
Tamil nadu,546904,Janagiraman Street-Korattur,Chennai North,13.1044,80.18121
Tamil nadu,546725,Koratoor,Chennai North,13.1021,80.17756
Tamil nadu,546413,Koratoor-1,Chennai North,13.1062,80.18357
Tamil nadu,529892,Korattur 14,Chennai North,13.118,80.18757
Tamil nadu,581812,Korattur Relocation,Chennai North,13.1118,80.18526
Tamil nadu,575400,KORATTUR6,Chennai North,13.1176,80.194027
Tamil nadu,546464,MTC Bus stop_Ambattur,Chennai North,13.0983,80.1702
Tamil nadu,546943,Murthy nagar-padi,Chennai North,13.0943,80.18657
Tamil nadu,546472,Padi,Chennai North,13.0997,80.1923
Tamil nadu,546925,Padi,Chennai North,13.0993,80.18549
Tamil nadu,546613,Aminijikkarai jn,Chennai North,13.0738,80.22615
Tamil nadu,580680,Aminjikarai Relocation,Chennai North,13.0747,80.22271
Tamil nadu,546465,Arumbakkam,Chennai North,13.0745,80.21766
Tamil nadu,546578,Arumbakkam MMDA Colony,Chennai North,13.0661,80.2171
Tamil nadu,546251,Doveton- Purasai,Chennai North,13.0705,80.22621
Tamil nadu,546457,Dr.Guruswamy Road,Chennai North,13.0739,80.23016
Tamil nadu,589263,Flower Market Aminjikarai,Chennai North,13.07265,80.22586
Tamil nadu,546612,"Mandapam road,Kilpauk",Chennai North,13.0873,80.23081
Tamil nadu,546520,Nelson Manickm Rd,Chennai North,13.0718,80.2225
Tamil nadu,530170,New Ayanavaram18,Chennai North,13.0963,80.22292
Tamil nadu,546769,Shenoy nagar,Chennai North,13.077,80.22217
Tamil nadu,546607,Shenoy_nagar,Chennai North,13.0778,80.22909
Tamil nadu,574753,Solaiamman Koil 2nd st,Chennai North,13.0913,80.229126
Tamil nadu,546492,VAITHIYANATHAN STREET,Chennai North,13.0708,80.22947
Tamil nadu,546938,AMBATHUR INDUSTRIAL ESTATE,Chennai North,13.0853,80.17319
Tamil nadu,587148,Ayanambakkam Relocation,Chennai North,13.0791,80.1643
Tamil nadu,575050,AYANAMBAKKAM3,Chennai North,13.0721,80.1528
Tamil nadu,527719,Bharathi Salai-Mogappair,Chennai North,14.0772,80.17021
Tamil nadu,546302,Golden Colony,Chennai North,13.091,80.17688
Tamil nadu,546641,"Hcl South Phase 2, Ambattur",Chennai North,13.0875,80.17168
Tamil nadu,572327,Mogappiar East,Chennai North,13.0828,80.18783
Tamil nadu,524015,Mogappiar West,Chennai North,13.0805,80.17049
Tamil nadu,571358,Mugappair,Chennai North,13.0834,80.178042
Tamil nadu,526131,Mugappair_Thilakar Street,Chennai North,13.0851,80.165704
Tamil nadu,521679,Nolambur,Chennai North,13.0737,80.17827
Tamil nadu,546315,UW_TN_W_1884_trinity church st-Mogappair,Chennai North,13.076,80.18099
Tamil nadu,598197,Mogappair West22,Chennai North,13.07203,80.16718
Tamil nadu,599058,Mogappair West -23,Chennai North,13.07622,80.17398
Tamil nadu,593004,Annamalai Nagar Veppambattu,Chennai North,13.13015,79.99002
Tamil nadu,575384,NATHAIMEDU,Chennai North,13.1398,80.038723
Tamil nadu,529890,New Thiruninravur,Chennai North,13.1256,80.01955
Tamil nadu,583530,Palavedu 1,Chennai North,13.1464,80.0379
Tamil nadu,593390,Priyanka Nagar Veppampattu,Chennai North,13.1328,80.00206
Tamil nadu,546112,Sevvapettai-Permanent site for COW RFI Declared si,Chennai North,13.1271,79.97124
Tamil nadu,589824,Sivanvoyal,Chennai North,13.177636,80.0087
Tamil nadu,546703,Thirunindravur,Chennai North,13.1265,80.02972
Tamil nadu,585118,Thiruninravur 32,Chennai North,13.1184,80.03609
Tamil nadu,581903,Thiruninravur bus stand,Chennai North,13.1242,80.03453
Tamil nadu,502954,Thiruninravur North,Chennai North,13.1218,80.03742
Tamil nadu,581904,Thiruninravur Railway Station,Chennai North,13.1213,80.03216
Tamil nadu,546511,Thiruninravur west,Chennai North,13.1247,80.02061
Tamil nadu,581900,Thiruninravur20,Chennai North,13.1354,80.03599
Tamil nadu,571318,Thiruverkadu,Chennai North,13.1267,80.00584
Tamil nadu,546232,UW_TN_W_1837_K.H.Nagar Tirunindavur,Chennai North,13.1115,80.02728
Tamil nadu,599821,Perumalpattu 3,Chennai North,13.10263,79.993191
Tamil nadu,594399,Athivakkam Chennai,Chennai North,13.19618,80.20122
Tamil nadu,576314,Cholavaram,Chennai North,13.2381,80.16952
Tamil nadu,581814,Cholavaram 1,Chennai North,13.2439,80.15872
Tamil nadu,583567,Mathur 10,Chennai North,13.181,80.20995
Tamil nadu,582670,Nethaji street,Chennai North,13.224,80.172007
Tamil nadu,532489,Pammadukulam,Chennai North,13.1782,80.15411
Tamil nadu,547024,Pudur,Chennai North,13.2386,80.199
Tamil nadu,527852,Puzhal New,Chennai North,13.1765,80.20203
Tamil nadu,546984,Red Hills,Chennai North,13.1927,80.18597
Tamil nadu,581675,Red Hills14,Chennai North,13.2016,80.19505
Tamil nadu,546971,Redhills Alpha ofload,Chennai North,13.1861,80.19979
Tamil nadu,585239,Redhills Naravarikuppam,Chennai North,13.1944,80.169581
Tamil nadu,585441,Redhills Pillaiyar Koil Street,Chennai North,13.1888,80.186852
Tamil nadu,502343,Redhills-attanthangal,Chennai North,13.2045,80.1746
Tamil nadu,574752,REDHILLSTOWN5,Chennai North,13.1887,80.192284
Tamil nadu,527725,Redhils17,Chennai North,13.2151,80.15953
Tamil nadu,599771,Thirunilai,Chennai North,13.2365,80.23026
Tamil nadu,481408,Alamathi 3,Chennai North,13.21276,80.11785
Tamil nadu,455027,APM TERMINALS,Chennai North,13.3039,80.21093
Tamil nadu,547004,Athipattu,Chennai North,13.2572,80.2756
Tamil nadu,546296,Athipattu 2,Chennai North,13.2549,80.28288
Tamil nadu,576043,L&T Ennore Shipyard,Chennai North,13.3063,80.331
Tamil nadu,581902,Minjur 11,Chennai North,13.2627,80.2773
Tamil nadu,548141,N G O Colony,Chennai North,13.3252,80.19955
Tamil nadu,546110,NADIYAMBAKKAM,Chennai North,13.2686,80.27407
Tamil nadu,590799,Neithavayal Minjur,Chennai North,13.2815,80.2675
Tamil nadu,587160,NGO Nagar,Chennai North,13.3348,80.18963
Tamil nadu,585885,NGO Nagar Extn,Chennai North,13.3273,80.19286
Tamil nadu,596079,Palaverkadu Pulicat,Chennai North,13.420732,80.325
Tamil nadu,590568,Perumal Koil Street Minjur,Chennai North,13.2786,80.284409
Tamil nadu,547499,Poneri North,Chennai North,13.3311,80.1954
Tamil nadu,546091,Ponneri,Chennai North,13.3349,80.19347
Tamil nadu,547527,Ponneri High Rd-Vichur,Chennai North,13.2415,80.272
Tamil nadu,481049,Ponneri 32,Chennai North,13.31981,80.20341
Tamil nadu,546592,Chinna Kodangiyur,Chennai North,13.1406,80.24687
Tamil nadu,585231,Erukkanchery-14,Chennai North,13.1227,80.25019
Tamil nadu,546627,Erukkencheri,Chennai North,13.1294,80.24812
Tamil nadu,546459,Gandhi Nagar 1,Chennai North,13.1326,80.24329
Tamil nadu,546629,Kodungaivur,Chennai North,13.1337,80.24693
Tamil nadu,584402,KODUNGAIYUR 23,Chennai North,13.139,80.25575
Tamil nadu,586293,Kodungaiyur Horbour Colony,Chennai North,13.1426,80.2413
Tamil nadu,546642,Madavaram,Chennai North,13.1473,80.2288
Tamil nadu,532487,Madhavaram _v.1,Chennai North,13.1381,80.2273
Tamil nadu,546545,Madhavaram East,Chennai North,13.135,80.25431
Tamil nadu,546625,Rolling Mills,Chennai North,13.1374,80.24009
Tamil nadu,546481,Salima Nagar,Chennai North,13.1185,80.25793
Tamil nadu,546656,UW_TN_W_1488_Muthumariamman koil st,Chennai North,13.1389,80.23485
Tamil nadu,546661,UW_TN_W_1858-UW_TN_W_1858_MADAVARAM-FLYO,Chennai North,13.1457,80.22214
Tamil nadu,546616,Vyasarapadi,Chennai North,13.1336,80.26218
Tamil nadu,547012,Ayanavaram  vp colony,Chennai North,13.0962,80.2358
Tamil nadu,546297,Ayanavaram Mettu St,Chennai North,13.0933,80.23257
Tamil nadu,585892,GKM Colony 10,Chennai North,13.1095,80.22099
Tamil nadu,546433,Mettu street,Chennai North,13.096,80.23335
Tamil nadu,546583,Nammalwarpet,Chennai North,13.0964,80.24276
Tamil nadu,546877,Tirupacheeswarar St,Chennai North,13.0959,80.23162
Tamil nadu,586354,Villivakkam Relocation,Chennai North,13.11253,80.21301
Tamil nadu,548679,ARANI,Chennai North,13.3295,80.08583
Tamil nadu,455062,Caplin Point Uint-2,Chennai North,13.3988,80.0629
Tamil nadu,548180,JAMBO BAG,Chennai North,13.3005,80.1522
Tamil nadu,548794,Kavarapettai,Chennai North,13.3688,80.1341
Tamil nadu,464228,Pancheti,Chennai North,13.2963,80.158
Tamil nadu,548172,PUDUVAYAL,Chennai North,13.3301,80.1457
Tamil nadu,520969,Siruvapuri1,Chennai North,13.3238,80.11682
Tamil nadu,522190,Thandalachery,Chennai North,13.3805,80.1017
Tamil nadu,577827,Velammal International School,Chennai North,13.3029,80.1585
Tamil nadu,584118,Mahindra industrial park Orgigin3,Chennai North,13.34488,80.150569
Tamil nadu,546307,Anna Nagar,Chennai North,13.0851,80.21632
Tamil nadu,546309,Anna nagar,Chennai North,13.092,80.2184
Tamil nadu,526873,Anna Nagar Al Blk,Chennai North,13.0813,80.20284
Tamil nadu,546560,Anna nagar Arach,Chennai North,13.0798,80.2175
Tamil nadu,546530,Anna Nagar East,Chennai North,13.0835,80.22667
Tamil nadu,572329,Anna Nagar MGR colony,Chennai North,13.0791,80.2058
Tamil nadu,502359,Anna Nagar Shanthi Colony North,Chennai North,13.0832,80.21252
Tamil nadu,546310,Annanagar udayam clny,Chennai North,13.0849,80.20686
Tamil nadu,546345,Nadamuni (Villivakkam),Chennai North,13.1044,80.21007
Tamil nadu,546682,NADHAMUNI,Chennai North,13.0945,80.20626
Tamil nadu,546775,Naval nagar,Chennai North,13.0969,80.20148
Tamil nadu,546289,shanti colony,Chennai North,13.0824,80.20779
Tamil nadu,546452,Thirumangalam Road,Chennai North,13.1016,80.20219
Tamil nadu,572319,Villivakkam Station Road,Chennai North,13.1089,80.206911
Tamil nadu,547018,Gollam Thottam,Chennai North,13.1222,80.24572
Tamil nadu,587773,Madura sami madam st Relocation,Chennai North,13.1176,80.2425
Tamil nadu,585324,Melpatti,Chennai North,13.1127,80.24938
Tamil nadu,574620,Moolakadai South,Chennai North,13.1211,80.24844
Tamil nadu,546548,Perambur,Chennai North,13.1112,80.2398
Tamil nadu,582505,Perambur Carriage works,Chennai North,13.1081,80.2374
Tamil nadu,546670,Perambur East,Chennai North,13.112,80.25322
Tamil nadu,571326,Perambur Market,Chennai North,13.1134,80.248369
Tamil nadu,546597,Perambur North,Chennai North,13.1146,80.24516
Tamil nadu,582376,Perambur3 New,Chennai North,13.1116,80.25206
Tamil nadu,546585,Perambur-GSM,Chennai North,13.1101,80.24588
Tamil nadu,547014,Periyar nagar Perumbur,Chennai North,13.1129,80.22939
Tamil nadu,546279,Sembium,Chennai North,13.1183,80.24546
Tamil nadu,546590,Sembium,Chennai North,13.1184,80.23467
Tamil nadu,546220,Sembiyum,Chennai North,13.1131,80.23668
Tamil nadu,546690,Arul Nagar-Kondungaiyur,Chennai North,13.1498,80.24772
Tamil nadu,591651,Barathi Nagar Manali,Chennai North,13.17272,80.24728
Tamil nadu,571353,Kamaraj Nagar,Chennai North,13.151,80.2382
Tamil nadu,572312,Kolathur 5,Chennai North,13.145,80.245205
Tamil nadu,584918,Madavaram Venugopal Nagar,Chennai North,13.159,80.23171
Tamil nadu,546325,Madhavaram,Chennai North,13.1447,80.24007
Tamil nadu,585321,Madhavaram Kamaraj Salai,Chennai North,13.1672,80.25658
Tamil nadu,546537,Madhavaram-milk colony,Chennai North,13.1664,80.24319
Tamil nadu,546533,Manali,Chennai North,13.1623,80.2584
Tamil nadu,502016,Manali,Chennai North,13.1609,80.2554
Tamil nadu,584495,Manali 15,Chennai North,13.1524,80.25063
Tamil nadu,546437,Manali 2,Chennai North,13.1811,80.26284
Tamil nadu,546644,Manali by pass road,Chennai North,13.166,80.23106
Tamil nadu,527821,Manali Industrial Estate13,Chennai North,13.2053,80.25697
Tamil nadu,581901,Manali Industrial Estate14,Chennai North,13.1976,80.23528
Tamil nadu,524018,Manali Kamarajapuram,Chennai North,13.1931,80.25658
Tamil nadu,575048,MANALIINDLESTATE4,Chennai North,13.1892,80.27038
Tamil nadu,546630,Mathur2,Chennai North,13.1739,80.24943
Tamil nadu,527724,Mathur-Chennai,Chennai North,13.1754,80.2493
Tamil nadu,548179,ELAYUR,Chennai North,13.4614,80.1125
Tamil nadu,548797,Gummidipoondi-2,Chennai North,13.4103,80.12817
Tamil nadu,523238,Gummudipoondi-Sipcot,Chennai North,13.4218,80.099528
Tamil nadu,577040,Gummudipundi,Chennai North,13.4008,80.101103
Tamil nadu,546095,Gummudipundi 2,Chennai North,13.4195,80.12818
Tamil nadu,464226,Hitech Carbon Factory,Chennai North,13.41736,80.1027
Tamil nadu,547530,Naraimapuram,Chennai North,13.4584,80.12078
Tamil nadu,523461,New Arambakkam,Chennai North,13.5262,80.07281
Tamil nadu,591447,Soorapundi,Chennai North,13.4367,80.058179
Tamil nadu,598360,Madarpakkam HSS School,Chennai North,13.4503,80.00909
Tamil nadu,546354,Anna Nagar West,Chennai North,13.0972,80.1975
Tamil nadu,586812,Ayya Anna thottam,Chennai North,13.1285,80.2283
Tamil nadu,585440,Balakumaran Nagar Kolathur,Chennai North,13.1267,80.22214
Tamil nadu,546522,Kolathur,Chennai North,13.1319,80.21618
Tamil nadu,584401,Kolathur 36,Chennai North,13.128,80.2106
Tamil nadu,571310,kolathur gandhi nagar,Chennai North,13.1193,80.221226
Tamil nadu,546385,Kolathur South,Chennai North,13.1189,80.21062
Tamil nadu,573907,Kolathur south,Chennai North,13.121,80.215046
Tamil nadu,571354,Kulathur -Ponniammenmedu,Chennai North,13.1334,80.22758
Tamil nadu,546576,Periyar nagar,Chennai North,13.1171,80.22922
Tamil nadu,582562,Ponniamman Medu 8,Chennai North,13.1354,80.22739
Tamil nadu,581815,Ponniamman Medu10,Chennai North,13.1412,80.21592
Tamil nadu,546486,Poonaimedu,Chennai North,13.1284,80.21766
Tamil nadu,546423,R H Road,Chennai North,13.1253,80.21886
Tamil nadu,546618,Vetri nagar(Kolathur),Chennai North,13.129,80.22465
Tamil nadu,571357,Villivakkam,Chennai North,13.1156,80.21016
Tamil nadu,546979,Villivakkam Sidco,Chennai North,13.1076,80.2026
Tamil nadu,584195,"JP Nagar, Surapattu",Chennai North,13.1418,80.19753
Tamil nadu,546653,Kalpalaiyam,Chennai North,13.1338,80.20314
Tamil nadu,584168,KALPALYAM KOLATHUR,Chennai North,13.1375,80.203878
Tamil nadu,581719,killikuppam9,Chennai North,13.1382,80.16999
Tamil nadu,531729,Kolathur teachers colony,Chennai North,13.1348,80.20113
Tamil nadu,523768,Korattur Subash Nagar,Chennai North,13.134,80.19624
Tamil nadu,574755,Naravarikuppam2,Chennai North,13.1704,80.205145
Tamil nadu,528616,New Puzhal 10,Chennai North,13.1671,80.20644
Tamil nadu,585439,Puzal moogambigai nagar,Chennai North,13.1434,80.20044
Tamil nadu,546353,Puzhal,Chennai North,13.1643,80.20371
Tamil nadu,527537,Redhills High Road5,Chennai North,13.148,80.20322
Tamil nadu,546623,"SBOA Teachers Colony,Kolathur",Chennai North,13.1378,80.20235
Tamil nadu,546628,SOORAPETÂ Â Â ,Chennai North,13.145,80.18793
Tamil nadu,546344,Surapattu,Chennai North,13.1557,80.2044
Tamil nadu,587865,Surappattu Annai Indira Nagar New,Chennai North,13.1425,80.17909
Tamil nadu,599027,KOLATHUR 50,Chennai North,13.13794,80.19403
Tamil nadu,585272,Chinmaya Nagar South Relocation,Chennai North,13.0528,80.184877
Tamil nadu,546582,Chinmaya Nagar-GSM,Chennai North,13.0604,80.195955
Tamil nadu,581369,Chinmiya Nagar12,Chennai North,13.0618,80.19862
Tamil nadu,546948,KK nagar 4,Chennai North,13.0375,80.20049
Tamil nadu,546742,Mgr Nagar 2,Chennai North,13.0366,80.19839
Tamil nadu,577516,Nesapakkam,Chennai North,13.039,80.1885
Tamil nadu,575407,Nesapakkam,Chennai North,13.0359,80.1918
Tamil nadu,546866,Padmavathi Nagar,Chennai North,13.0484,80.19561
Tamil nadu,500306,Ramapuram,Chennai North,13.0314,80.17776
Tamil nadu,582667,Ramapuram 19,Chennai North,13.0333,80.18657
Tamil nadu,546393,Ramavaram,Chennai North,13.0324,80.17618
Tamil nadu,546731,Rampuram 4,Chennai North,13.029,80.1779
Tamil nadu,524785,Sadhik Basha Nagar,Chennai North,13.05,80.18766
Tamil nadu,571359,Syndicate Colony,Chennai North,13.0534,80.18031
Tamil nadu,546248,UW_TN_W_1818_AVM school,Chennai North,13.0514,80.19924
Tamil nadu,588909,valasaravakkam Ramakrishna Nagar,Chennai North,13.050323,80.183057
Tamil nadu,546804,Virugambakkam South,Chennai North,13.0401,80.18426
Tamil nadu,584169,Ramapuram 20,Chennai North,13.0365,80.17229
Tamil nadu,590803,Chikkarayapuram Mangadu,Chennai North,13.015145,80.100813
Tamil nadu,546334,Kollalmar,Chennai North,13.0056,80.11051
Tamil nadu,575055,Kundrathur 2,Chennai North,12.9978,80.0954
Tamil nadu,546275,Kundrathur 3,Chennai North,12.9912,80.09428
Tamil nadu,546942,Kundrathur Murugan Temple,Chennai North,12.9877,80.09458
Tamil nadu,529601,Kundrathur018,Chennai North,12.9737,80.05332
Tamil nadu,526831,Kundrathur16,Chennai North,12.9823,80.05711
Tamil nadu,578296,KUNDRATHUR23,Chennai North,12.9954,80.09833
Tamil nadu,581674,Kundrathur26,Chennai North,12.9901,80.108424
Tamil nadu,523819,Nandhanbakkam,Chennai North,12.9792,80.05336
Tamil nadu,529602,New Kundrathur 19,Chennai North,12.9852,80.0677
Tamil nadu,546442,Pattur,Chennai North,13.0196,80.10486
Tamil nadu,588636,Shekkilar Nagr kundrathur,Chennai North,13.00116,80.09517
